48,64,100,120,128,Pad Name,A,B1,B2,B3,B4,B5,B6,C,D,E,F,G,H,I,J,K,L,M,N
10,14/F6,18,L1,22,PA05,EIC/EXTINT[5],-,ADC0/AIN[5],-,AC/AIN[1],DAC/VOUT[1],,-,SERCOM0/PAD[1],TC0/WO[1],-,-,-,-,-,-,-,-,CCL/IN[1]
11,15/G7,19,L2,23,PA06,EIC/EXTINT[6],ANAREF/VREFC,ADC0/AIN[6],-,AC/AIN[2],-,X4/Y4,-,SERCOM0/PAD[2],TC1/WO[0],-,-,-,SDHC0/SDCD,-,-,-,-,CCL/IN[2]
12,16/G8,20,M1,24,PA07,EIC/EXTINT[7],-,ADC0/AIN[7],-,AC/AIN[3],-,X5/Y5,-,SERCOM0/PAD[3],TC1/WO[1],-,-,-,SDHC0/SDWP,-,-,-,-,CCL/OUT[0]
,,-,N1,27,PC04,EIC/EXTINT[4],-,-,-,-,-,,SERCOM6/PAD[0],-,-,TCC0/WO[0],-,-,-,-,-,-,-,-
,,21,N2,28,PC05,EIC/EXTINT[5],-,-,-,-,-,,SERCOM6/PAD[1],-,-,-,-,-,-,-,-,-,-,-
,,22,P1,29,PC06,EIC/EXTINT[6],-,-,-,-,-,,SERCOM6/PAD[2],-,-,-,-,-,SDHC0/SDCD,-,-,-,-,-
,,23,P2,30,PC07,EIC/EXTINT[9],-,-,-,-,-,,SERCOM6/PAD[3],-,-,-,-,-,SDHC0/SDWP,-,-,-,-,-
13,17/H8,26,R1,33,PA08,EIC/NMI,-,ADC0/AIN[8],ADC1/AIN[2],-,-,X6/Y6,SERCOM0/PAD[0],SERCOM2/PAD[1],TC0/WO[0],TCC0/WO[0],TCC1/WO[4],QSPI/DATA[0],SDHC0/SDCMD,I2S/MCK[0],-,-,-,CCL/IN[3]
14,18/G6,27,P3,34,PA09,EIC/EXTINT[9],-,ADC0/AIN[9],ADC1/AIN[3],-,-,X7/Y7,SERCOM0/PAD[1],SERCOM2/PAD[0],TC0/WO[1],TCC0/WO[1],TCC1/WO[5],QSPI/DATA[1],SDHC0/SDDAT[0],I2S/FS[0],-,-,-,CCL/IN[4]
15,19/H7,28,R2,35,PA10,EIC/EXTINT[10],-,ADC0/-AIN[10],,-,-,X8/Y8,SERCOM0/PAD[2],SERCOM2/PAD[2],TC1/WO[0],TCC0/WO[2],TCC1/WO[6],QSPI/DATA[2],SDHC0/SDDAT[1],I2S/SCK[0],-,-,GCLK/IO[4],CCL/IN[5]
16,20/G5,29,P4,36,PA11,EIC/EXTINT[11],-,ADC0/-AIN[11],,-,-,X9/Y9,SERCOM0/PAD[3],SERCOM2/PAD[3],TC1/WO[1],TCC0/WO[3],TCC1/WO[7],QSPI/DATA[3],SDHC0/SDDAT[2],I2S/SDO,-,-,GCLK/IO[5],CCL/OUT[1]
19,23/H6,32,R3,39,PB10,EIC/EXTINT[10],-,-,-,-,-,,-,SERCOM4/PAD[2],TC5/WO[0],TCC0/WO[4],TCC1/WO[0],QSPI/SCK,SDHC0/SDDAT[3],I2S/SDI,-,-,GCLK/IO[4],CCL/IN[11]
20,24/G4,33,P5,40,PB11,EIC/EXTINT[11],-,-,-,-,-,,-,SERCOM4/PAD[3],TC5/WO[1],TCC0/WO[5],TCC1/WO[1],QSPI/CS,SDHC0/SDCK,I2S/FS[1],-,-,GCLK/IO[5],CCL/OUT[1]
,25/H5,34,R4,41,PB12,EIC/EXTINT[12],-,-,-,-,-,X26/Y26,SERCOM4/PAD[0],-,TC4/WO[0],TCC3/WO[0],TCC0/WO[0],CAN1/TX,SDHC0/SDCD,I2S/SCK[1],-,-,GCLK/IO[6],-
,26/H4,35,P6,42,PB13,EIC/EXTINT[13],-,-,-,-,-,X27/Y27,SERCOM4/PAD[1],-,TC4/WO[1],TCC3/WO[1],TCC0/WO[1],CAN1/RX,SDHC0/SDWP,I2S/MCK[1],-,-,GCLK/IO[7],-
,27/G3,36,R5,43,PB14,EIC/EXTINT[14],-,-,-,-,-,X28/Y28,SERCOM4/PAD[2],-,TC5/WO[0],TCC4/WO[0],TCC0/WO[2],CAN1/TX,-,-,PCC/DATA[8],GMAC/GMDC,GCLK/IO[0],CCL/IN[9]
,28/H3,37,P7,44,PB15,EIC/EXTINT[15],-,-,-,-,-,X29/Y29,SERCOM4/PAD[3],-,TC5/WO[1],TCC4/WO[1],TCC0/WO[3],CAN1/RX,-,-,PCC/DATA[9],GMAC/GMDIO,GCLK/IO[1],CCL/IN[10]
,,-,R6,47,PD08,EIC/EXTINT[3],-,-,-,-,-,,SERCOM7/PAD[0],SERCOM6/PAD[1],-,TCC0/WO[1],-,-,-,-,-,-,-,-
,,-,P8,48,PD09,EIC/EXTINT[4],-,-,-,-,-,,SERCOM7/PAD[1],SERCOM6/PAD[0],-,TCC0/WO[2],-,-,-,-,-,-,-,-
,,-,R7,49,PD10,EIC/EXTINT[5],-,-,-,-,-,,SERCOM7/PAD[2],SERCOM6/PAD[2],-,TCC0/WO[3],-,-,-,-,-,-,-,-
,,-,P9,50,PD11,EIC/EXTINT[6],-,-,-,-,-,,SERCOM7/PAD[3],SERCOM6/PAD[3],-,TCC0/WO[4],-,-,-,-,-,-,-,-
,,-,R8,51,PD12,EIC/EXTINT[7],-,-,-,-,-,,-,-,-,TCC0/WO[5],-,-,-,-,-,-,-,-
,,40,P10,52,PC10,EIC/EXTINT[10],-,-,-,-,-,,SERCOM6/PAD[2],SERCOM7/PAD[2],-,TCC0/WO[0],TCC1/WO[4],-,-,-,-,-,-,-
,,41,R9,55,PC11,EIC/EXTINT[11],-,-,-,-,-,,SERCOM6/PAD[3],SERCOM7/PAD[3],-,TCC0/WO[1],TCC1/WO[5],-,-,-,-,GMAC/GMDC,-,-
,,42,R10,56,PC12,EIC/EXTINT[12],-,-,-,-,-,,SERCOM7/PAD[0],SERCOM6/PAD[1],-,TCC0/WO[2],TCC1/WO[6],-,-,-,PCC/DATA[10],GMAC/GMDIO,-,-
,,43,P11,57,PC13,EIC/EXTINT[13],-,-,-,-,-,,SERCOM7/PAD[1],SERCOM6/PAD[0],-,TCC0/WO[3],TCC1/WO[7],-,-,-,PCC/DATA[11],-,-,-
,,44,R11,58,PC14,EIC/EXTINT[14],-,-,-,-,-,,SERCOM7/PAD[2],SERCOM6/PAD[2],-,TCC0/WO[4],TCC1/WO[0],-,-,-,PCC/DATA[12],GMAC/GRX[3],-,-
,,45,P12,59,PC15,EIC/EXTINT[15],-,-,-,-,-,,SERCOM7/PAD[3],SERCOM6/PAD[3],-,TCC0/WO[5],TCC1/WO[1],-,-,-,PCC/DATA[13],GMAC/GRX[2],-,-
21,29/F2,46,R12,60,PA12,EIC/EXTINT[12],-,-,-,-,-,,SERCOM2/PAD[0],SERCOM4/PAD[1],TC2/WO[0],TCC0/WO[6],TCC1/WO[2],-,SDHC0/SDCD,-,PCC/DEN1,GMAC/GRX[1],AC/CMP[0],-
22,30/G2,47,P13,61,PA13,EIC/EXTINT[13],-,-,-,-,-,,SERCOM2/PAD[1],SERCOM4/PAD[0],TC2/WO[1],TCC0/WO[7],TCC1/WO[3],-,SDHC0/SDWP,-,PCC/DEN2,GMAC/GRX[0],AC/CMP[1],-
23,31/H1,48,R13,62,PA14,EIC/EXTINT[14],-,-,-,-,-,,SERCOM2/PAD[2],SERCOM4/PAD[2],TC3/WO[0],TCC2/WO[0],TCC1/WO[2],-,-,-,PCC/CLK,GMAC/GTXCK,GCLK/IO[0],-
24,32/H2,49,R14,63,PA15,EIC/EXTINT[15],-,-,-,-,-,,SERCOM2/PAD[3],SERCOM4/PAD[3],TC3/WO[1],TCC2/WO[1],TCC1/WO[3],-,-,-,-,GMAC/GRXER,GCLK/IO[1],-
25,35/G1,52,R15,66,PA16,EIC/EXTINT[0],-,-,-,-,-,X10/Y10,SERCOM1/PAD[0],SERCOM3/PAD[1],TC2/WO[0],TCC1/WO[0],TCC0/WO[4],-,-,-,PCC/DATA[0],GMAC/GCRS/GRXDV(6),GCLK/IO[2],CCL/IN[0]
26,36/F1,53,P14,67,PA17,EIC/EXTINT[1],-,-,-,-,-,X11/Y11,SERCOM1/PAD[1],SERCOM3/PAD[0],TC2/WO[1],TCC1/WO[1],TCC0/WO[5],-,-,-,PCC/DATA[1],GMAC/GTXEN,GCLK/IO[3],CCL/IN[1]
27,37/E1,54,P15,68,PA18,EIC/EXTINT[2],-,-,-,-,-,X12/Y12,SERCOM1/PAD[2],SERCOM3/PAD[2],TC3/WO[0],TCC1/WO[2],TCC0/WO[6],-,-,-,PCC/DATA[2],GMAC/GTX[0],AC/CMP[0],CCL/IN[2]
28,38/E2,55,N14,69,PA19,EIC/EXTINT[3],-,-,-,-,-,X13/Y13,SERCOM1/PAD[3],SERCOM3/PAD[3],TC3/WO[1],TCC1/WO[3],TCC0/WO[7],-,-,-,PCC/DATA[3],GMAC/GTX[1],AC/CMP[1],CCL/OUT[0]
,,56,N15,70,PC16,EIC/EXTINT[0],-,-,-,-,-,,SERCOM6/PAD[0],SERCOM0/PAD[1],-,TCC0/WO[0],PDEC/PDEC[0],-,-,-,-,GMAC/GTX[2],-,-
,,57,M14,71,PC17,EIC/EXTINT[1],-,-,-,-,-,,SERCOM6/PAD[1],SERCOM0/PAD[0],-,TCC0/WO[1],PDEC/PDEC[1],-,-,-,-,GMAC/GTX[3],-,-
,,58,M15,72,PC18,EIC/EXTINT[2],-,-,-,-,-,,SERCOM6/PAD[2],SERCOM0/PAD[2],-,TCC0/WO[2],PDEC/PDEC[2],-,-,-,-,GMAC/GRXCK,-,-
,,59,L14,73,PC19,EIC/EXTINT[3],-,-,-,-,-,,SERCOM6/PAD[3],SERCOM0/PAD[3],-,TCC0/WO[3],-,-,-,-,-,GMAC/GTXER,-,-
,,60,L15,74,PC20,EIC/EXTINT[4],-,-,-,-,-,,-,-,-,TCC0/WO[4],-,-,SDHC1/SDCD,-,-,GMAC/GRXDV,-,CCL/IN[9]
,,61,K14,75,PC21,EIC/EXTINT[5],-,-,-,-,-,,-,-,-,TCC0/WO[5],-,-,SDHC1/SDWP,-,-,GMAC/GCOL,-,CCL/IN[10]
,,-,K15,76,PC22,EIC/EXTINT[6],-,-,-,-,-,,SERCOM1/PAD[0],SERCOM3/PAD[1],-,TCC0/WO[6],-,-,-,-,-,GMAC/GMDC,-,-
,,-,J14,77,PC23,EIC/EXTINT[7],-,-,-,-,-,,SERCOM1/PAD[1],SERCOM3/PAD[0],-,TCC0/WO[7],-,-,-,-,-,GMAC/GMDIO,-,-
,,-,J15,80,PD20,EIC/EXTINT[10],-,-,-,-,-,,SERCOM1/PAD[2],SERCOM3/PAD[2],-,TCC1/WO[0],-,-,SDHC1/SDCD,-,-,-,-,-
,,-,H14,81,PD21,EIC/EXTINT[11],-,-,-,-,-,,SERCOM1/PAD[3],SERCOM3/PAD[3],-,TCC1/WO[1],-,-,SDHC1/SDWP,-,-,-,-,-
,39/D4,64,H15,82,PB16,EIC/EXTINT[0],-,-,-,-,-,,SERCOM5/PAD[0],-,TC6/WO[0],TCC3/WO[0],TCC0/WO[4],-,SDHC1/SDCD,I2S/SCK[0],-,-,GCLK/IO[2],CCL/IN[11]
,40/D1,65,G15,83,PB17,EIC/EXTINT[1],-,-,-,-,-,,SERCOM5/PAD[1],-,TC6/WO[1],TCC3/WO[1],TCC0/WO[5],-,SDHC1/SDWP,I2S/MCK[0],-,-,GCLK/IO[3],CCL/OUT[3]
,,66,G14,84,PB18,EIC/EXTINT[2],-,-,-,-,-,,SERCOM5/PAD[2],SERCOM7/PAD[2],-,TCC1/WO[0],PDEC/PDEC[0],-,SDHC1/SDDAT[0],-,-,-,GCLK/IO[4],-
,,67,F15,85,PB19,EIC/EXTINT[3],-,-,-,-,-,,SERCOM5/PAD[3],SERCOM7/PAD[3],-,TCC1/WO[1],PDEC/PDEC[1],-,SDHC1/SDDAT[1],-,-,-,GCLK/IO[5],-
,,68,F14,86,PB20,EIC/EXTINT[4],-,-,-,-,-,,SERCOM3/PAD[0],SERCOM7/PAD[1],-,TCC1/WO[2],PDEC/PDEC[2],-,SDHC1/SDDAT[2],-,-,-,GCLK/IO[6],-
,,69,E15,87,PB21,EIC/EXTINT[5],-,-,-,-,-,,SERCOM3/PAD[1],SERCOM7/PAD[0],-,TCC1/WO[3],-,-,SDHC1/SDDAT[3],-,-,-,GCLK/IO[7],-
29,41/D2,70,E14,88,PA20,EIC/EXTINT[4],-,-,-,-,-,X14/Y14,SERCOM5/PAD[2],SERCOM3/PAD[2],TC7/WO[0],TCC1/WO[4],TCC0/WO[0],-,SDHC1/SDCMD,I2S/FS[0],PCC/DATA[4],GMAC/GMDC,-,-
30,42/D3,71,D15,89,PA21,EIC/EXTINT[5],-,-,-,-,-,X15/Y15,SERCOM5/PAD[3],SERCOM3/PAD[3],TC7/WO[1],TCC1/WO[5],TCC0/WO[1],-,SDHC1/SDCK,I2S/SDO,PCC/DATA[5],GMAC/GMDIO,-,-
31,43/C1,72,D14,92,PA22,EIC/EXTINT[6],-,-,-,-,-,X16/Y16,SERCOM3/PAD[0],SERCOM5/PAD[1],TC4/WO[0],TCC1/WO[6],TCC0/WO[2],-,CAN0/TX,I2S/SDI,PCC/DATA[6],-,-,CCL/IN[6]
32,44/C2,73,C14,93,PA23,EIC/EXTINT[7],-,-,-,-,-,X17/Y17,SERCOM3/PAD[1],SERCOM5/PAD[0],TC4/WO[1],TCC1/WO[7],TCC0/WO[3],USB/SOF_1KHZ,CAN0/RX,I2S/FS[1],PCC/DATA[7],-,-,CCL/IN[7]
33,45/B1,74,C15,94,PA24,EIC/EXTINT[8],-,-,-,-,-,,SERCOM3/PAD[2],SERCOM5/PAD[2],TC5/WO[0],TCC2/WO[2],PDEC/PDEC[0],USB/DM,CAN0/TX,-,-,-,-,CCL/IN[8]
34,46/A1,75,B15,95,PA25,EIC/EXTINT[9],-,-,-,-,-,,SERCOM3/PAD[3],SERCOM5/PAD[3],TC5/WO[1],-,PDEC/PDEC[1],USB/DP,CAN0/RX,-,-,-,-,CCL/OUT[2]
37,49/A2,78,A15,98,PB22,EIC/EXTINT[6],-,-,-,-,-,,SERCOM1/PAD[2],SERCOM5/PAD[2],TC7/WO[0],-,PDEC/PDEC[2],USB/SOF_1KHZ,-,-,-,-,GCLK/IO[0],CCL/IN[0]
38,50/A3,79,A14,99,PB23,EIC/EXTINT[7],-,-,-,-,-,,SERCOM1/PAD[3],SERCOM5/PAD[3],TC7/WO[1],-,PDEC/PDEC[0],-,-,-,-,-,GCLK/IO[1],CCL/OUT[0]
,,80,B14,100,PB24,EIC/EXTINT[8],-,-,-,-,-,,SERCOM0/PAD[0],SERCOM2/PAD[1],-,-,PDEC/PDEC[1],-,-,-,-,-,AC/CMP[0],-
,,81,B13,101,PB25,EIC/EXTINT[9],-,-,-,-,-,,SERCOM0/PAD[1],SERCOM2/PAD[0],-,-,PDEC/PDEC[2],-,-,-,-,-,AC/CMP[1],-
,,-,A13,102,PB26,EIC/EXTINT[12],-,-,-,-,-,,SERCOM2/PAD[0],SERCOM4/PAD[1],-,TCC1/WO[2],-,-,-,-,-,-,-,-
,,-,B12,103,PB27,EIC/EXTINT[13],-,-,-,-,-,,SERCOM2/PAD[1],SERCOM4/PAD[0],-,TCC1/WO[3],-,-,-,-,-,-,-,-
,,-,A12,104,PB28,EIC/EXTINT[14],-,-,-,-,-,,SERCOM2/PAD[2],SERCOM4/PAD[2],-,TCC1/WO[4],-,-,-,I2S/SCK[1],-,-,-,-
,,-,B11,105,PB29,EIC/EXTINT[15],-,-,-,-,-,,SERCOM2/PAD[3],SERCOM4/PAD[3],-,TCC1/WO[5],-,-,-,I2S/MCK[1],-,-,-,-
,,82,A11,108,PC24,EIC/EXTINT[8],-,-,-,-,-,,SERCOM0/PAD[2],SERCOM2/PAD[2],-,-,-,CORTEX_CM4/TRACEDATA[3],-,-,-,-,-,-
,,83,B10,109,PC25,EIC/EXTINT[9],-,-,-,-,-,,SERCOM0/PAD[3],SERCOM2/PAD[3],-,-,-,CORTEX_CM4/TRACEDATA[2],-,-,-,-,-,-
,,84,A10,110,PC26,EIC/EXTINT[10],-,-,-,-,-,,-,-,-,-,-,CORTEX_CM4/TRACEDATA[1],-,-,-,-,-,-
,,85,A9,111,PC27,EIC/EXTINT[11],-,-,-,-,-,,SERCOM1/PAD[0],-,-,-,-,CORTEX_CM4/TRACECLK,-,-,-,-,CORTEX_M4/SWO,CCL/IN[4]
,,86,B9,112,PC28,EIC/EXTINT[12],-,-,-,-,-,,SERCOM1/PAD[1],-,-,-,-,CORTEX_CM4/TRACEDATA[0],-,-,-,-,-,CCL/IN[5]
39,51/B3,87,B8,113,PA27,EIC/EXTINT[11],-,-,-,-,-,X18/Y18,-,-,-,-,-,-,-,-,-,GCLK/IO[1],-,
40,52/B4,88,A8,114,RESET_N,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-
45,57/C5,93,B7,119,PA30,EIC/EXTINT[14],-,-,-,-,-,X19/Y19,SERCOM7/PAD[2],SERCOM1/PAD[2],TC6/WO[0],TCC2/WO[0],-,CORTEX_CM4/SWCLK,-,-,-,-,GCLK/IO[0],CCL/IN[3]
46,58/D5,94,B6,120,PA31,EIC/EXTINT[15],-,-,-,-,-,,SERCOM7/PAD[3],SERCOM1/PAD[3],TC6/WO[1],TCC2/WO[1],--,CORTEX_CM4/SWDIO,-,-,-,-,-,CCL/OUT[1]
,59/A6,95,A5,121,PB30,EIC/EXTINT[14],-,-,-,-,-,,SERCOM7/PAD[0],SERCOM5/PAD[1],TC0/WO[0],TCC4/WO[0],TCC0/WO[6],CORTEX_CM4/SWO,-,-,-,-,-,-
,60/B6,96,B5,122,PB31,EIC/EXTINT[15],-,-,-,-,-,,SERCOM7/PAD[1],SERCOM5/PAD[0],TC0/WO[1],TCC4/WO[1],TCC0/WO[7],,-,-,-,-,-,-
,,-,A4,123,PC30,EIC/EXTINT[14],-,-,ADC1/AIN[12],-,-,,-,-,-,-,-,-,-,-,-,-,-,-
,,-,B4,124,PC31,EIC/EXTINT[15],-,-,ADC1/AIN[13],-,-,,-,-,-,-,-,-,-,-,-,-,-,-
,61/A7,97,A3,125,PB00,EIC/EXTINT[0],-,ADC0/AIN[12],-,-,-,X30/Y30,-,SERCOM5/PAD[2],TC7/WO[0],-,-,-,-,-,-,-,-,CCL/IN[1]
,62/B7,98,B3,126,PB01,EIC/EXTINT[1],-,ADC0/AIN[13],-,-,-,X31/Y31,-,SERCOM5/PAD[3],TC7/WO[1],-,-,-,-,-,-,-,-,CCL/IN[2]
47,63/A8,99,A2,127,PB02,EIC/EXTINT[2],-,ADC0/AIN[14],-,-,-,X20/Y20,-,SERCOM5/PAD[0],TC6/WO[0],TCC2/WO[2],-,-,-,-,-,-,-,CCL/OUT[0]
